gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,Yes,Yes,-0.4245946567295214,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4840207055686052,-0.8220504600401451,No
Male,Yes,Yes,-0.6690410415333305,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,-0.01822138758874986,-0.5555480636545929,No
Male,No,No,-0.9134874263371398,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.2995493628296437,-0.8962970306603876,No
Female,No,Yes,-0.7912642339352352,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-0.292435545714233,-0.6700060122429583,No
Female,Yes,No,-0.5060767849974578,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.5850497602873133,-0.30481699762954967,Yes
Female,No,No,-1.2394159394088855,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16292614717293305,-0.947647600002017,No
Male,No,No,0.8383783314234928,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.30252608221863364,0.7389142051656467,No
Female,Yes,Yes,-0.8727463622031716,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4690635696708516,-0.904105493524192,No
Male,Yes,No,1.490235357566984,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4923302255118018,-0.4057976275462073,No
Female,No,No,-1.157933811140949,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.20281184290027615,-0.8868562902487822,Yes
Male,Yes,No,1.6124585499688886,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.8060829907763388,1.7518968282090253,No
Male,Yes,No,1.0420836520933339,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-0.6480829992830416,0.16230113250261716,Yes
Female,Yes,Yes,-0.6690410415333305,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.4757111856254088,-0.8655043352991699,No
Male,Yes,No,0.43096769008381086,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),0.6465402078669669,0.554069801779541,No
Female,Yes,No,-1.2394159394088855,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.3162875152886018,-0.9001792042875898,Yes
Male,Yes,No,-0.750523169801267,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.5700926243895595,-0.48595568982605314,No
Female,Yes,No,0.8383783314234928,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.9988638534584966,1.1985767973092092,Yes
Female,No,No,-0.017184015389839363,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.470725473659491,-0.718533182582986,No
Female,Yes,No,0.06429811287809704,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.3327874426024295,-0.6631019193718543,No
Female,No,No,-0.7097821056672988,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.3208070260936658,-0.5018593670147622,Yes
Female,No,No,-1.0357106187390444,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.38728318563923747,-0.7851256949723241,Yes
Female,Yes,Yes,-0.7097821056672988,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.347863691072748,-0.31941926434095796,No
Male,Yes,No,1.1643068444952385,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-1.470725473659491,-0.4549644742225354,No
Female,No,No,-1.2801570035428536,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-1.1582875237953039,-0.9940792788955435,Yes
Female,No,No,-1.2801570035428536,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6480829992830416,-0.9873075328526395,No
Male,No,No,-0.9949695546050762,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.6548497278101634,-0.7149598182215839,Yes
Male,Yes,Yes,0.02355704874412884,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.33077845002550144,0.07499634149996744,No
Female,No,No,-0.7912642339352352,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.4803498090030377,-0.5168807320154708,Yes
Female,Yes,No,-1.2801570035428536,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3294636346251512,-0.9963512327796447,Yes
Male,No,No,-0.5060767849974578,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,-0.43203548075993364,-0.555614237068693,No
Male,No,No,-1.1986748752749172,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,-1.1433303878975505,-0.9710509307887302,No
Female,No,No,-0.7912642339352352,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,-1.5006397454549982,-0.8992968920995893,No
Female,Yes,No,0.30874449768190626,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),-0.27249269785056146,0.04226255932514862,No
Male,Yes,Yes,0.43096769008381086,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),0.236049922673062,0.3926507869848488,No
Male,Yes,No,-1.0764516828730126,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.8708972463332713,-0.7730380179967171,Yes
Female,Yes,Yes,1.490235357566984,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.4973159374777196,-0.4005258122229043,No
Female,Yes,Yes,1.6124585499688886,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),1.4924493380843664,2.578998331045398,No
Male,Yes,Yes,1.0828247162273021,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.5122730733754732,-0.4811250305967503,No
Female,Yes,No,-0.5060767849974578,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1.0553685890722326,-0.16836741775527164,No
Male,Yes,Yes,-0.34311252846158496,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.3527302904661012,-0.7481568142951028,No
Male,No,No,1.0828247162273021,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.5472921697094628,1.8689355399472922,No
Male,Yes,Yes,1.6124585499688886,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.5772064415049702,2.5403309994062755,No
Male,No,Yes,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4640778577049338,-0.9981379149603458,No
Female,Yes,No,-0.22088933605968036,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.2331923158566371,0.17551375751792483,No
Female,No,No,-0.750523169801267,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.5069402728212663,-0.5165939805543707,No
Male,Yes,Yes,1.5717174858349205,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,1.3545113070273052,2.2596895502080154,No
Male,No,Yes,-0.7912642339352352,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.4487736332188911,-0.5511585605192904,No
Male,No,No,0.4717087542177791,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.1346737793660648,0.2980669204311947,No
Female,No,No,0.02355704874412884,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),0.5036164648439879,0.17714603506572568,No
Male,Yes,Yes,1.6124585499688886,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),-0.3107164895892651,0.8363876441350023,No
Male,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.5019545608553487,-0.9720435320002307,Yes
Female,No,No,-0.546817849131426,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.3894112907887302,-0.1538974978720634,Yes
Male,Yes,No,1.286530036897143,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.2514732597316691,1.9282048611762264,No
Male,No,No,-1.2394159394088855,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6248163434420914,-0.9700142139678297,Yes
Female,No,No,-1.2801570035428536,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.3145064987273976,-0.9961527125373446,No
Male,No,Yes,1.1643068444952385,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4973159374777196,-0.5113442230357677,No
Female,Yes,Yes,-0.13940720779174395,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,-1.4890064175345232,-0.7690455553460148,No
Male,Yes,No,-0.3838535925955532,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.7312973112875707,-0.13563363558045302,No
Female,Yes,No,1.0013425879593656,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.20103082633907196,0.5091601114103154,No
Male,Yes,Yes,1.6124585499688886,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),-0.6497449032716808,0.37785000003114044,No
Male,Yes,No,1.3680121651650794,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),-0.27249269785056146,0.664336767474904,No
Male,Yes,Yes,1.3272711010311113,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6448783038783277,1.341643718593491,No
Female,No,No,-0.9949695546050762,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.5052783688326271,-0.7317458075982936,No
Female,No,No,-1.157933811140949,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.17788328307068677,-0.8889076660858833,Yes
Female,Yes,No,1.5717174858349205,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3311255386137903,-0.19693227484178796,No
Male,Yes,Yes,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,-1.4823588015799658,-0.9983805508120459,No
Male,Yes,No,-1.157933811140949,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,-0.4902021203623088,-0.9281705584519058,Yes
Female,No,No,-0.8320052980692034,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),-1.5106111693868338,-0.9105243146918958,No
Male,No,No,-0.34311252846158496,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,-0.4719211764872765,-0.43875198776802615,No
Female,Yes,Yes,-0.057925079523807564,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0.5435021605713309,0.11578122239029066,No
Female,Yes,No,-1.2801570035428536,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,-0.3190260095324616,-0.9829400875220371,Yes
Male,No,No,-0.09866614365777576,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.8343353585832071,0.19404231346593542,No
Female,Yes,Yes,0.5939319466196836,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6814401916283919,0.8046464631716842,No
Male,No,No,0.8791193955574611,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.4359446024706306,1.5340539489917009,No
Male,No,No,0.7161551390215882,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.9539924457652359,1.0870966523553456,No
Male,No,No,-1.2801570035428536,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.6581735357874418,-0.9699700983584297,Yes
Female,No,No,1.6124585499688886,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4806968975913266,-0.316044420221856,No
Female,No,No,-0.13940720779174395,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.3178303067046762,-0.6976003259226741,No
Male,No,No,-1.2394159394088855,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,-0.3456164733506904,-0.9569559935854223,Yes
Female,No,No,-0.9134874263371398,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,-1.169920851715779,-0.8753641740000756,No
Male,Yes,No,-0.5875589132653942,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.2775975223890443,-0.4311641029512218,No
Female,No,No,-0.8727463622031716,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0038495654244146,-0.5130647318023687,Yes
Male,No,No,-0.6690410415333305,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4973159374777196,-0.8818491685818793,No
Female,No,No,1.6124585499688886,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.7246496953330134,1.7942698710377496,No
Male,No,No,1.6124585499688886,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.4758302981979736,2.4682681514513347,No
Female,Yes,Yes,0.3494855618158745,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.32911654603686225,0.39895931912905247,No
Female,Yes,No,1.3272711010311113,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.9839067175607433,1.6952965013487928,No
Female,No,No,-0.7912642339352352,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,-0.3323212414415761,-0.6846744523684667,No
Male,No,No,-1.157933811140949,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.3507212978891727,-0.886679827811182,No
Male,No,No,0.3494855618158745,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,0.006707172240839519,0.10962709487898722,No
Male,No,No,-0.7097821056672988,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.31914512210502655,-0.5333579121263802,Yes
Male,No,No,-1.2801570035428536,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.5400592400214876,-0.9858737755471386,Yes
Male,No,No,0.39022662594984264,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,1.1368018845155579,0.8889955083445323,No
Female,Yes,No,0.7568962031555565,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,0.9539924457652359,1.0306507301280134,No
Female,Yes,Yes,-1.2394159394088855,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.18619280301388322,-0.9423757846787139,Yes
Male,Yes,No,-1.2801570035428536,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,-0.8175972061242491,-0.9895574289320409,Yes
Male,No,Yes,-0.017184015389839363,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),0.6282592639919348,0.1544044384200128,No
Male,No,No,-0.9134874263371398,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.493992129500441,-0.9221267199641022,No
Female,Yes,Yes,1.4087532292990477,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,-0.17444036252084338,0.8031685902567832,No
Female,Yes,Yes,1.1643068444952385,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.6719349688574097,2.084396176257015,No
Male,No,No,0.7161551390215882,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),1.6470064090278205,1.5474871520540088,No
Female,Yes,No,-1.2394159394088855,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6713496551239915,-0.9717567805391306,Yes
Female,Yes,No,-0.13940720779174395,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-0.6580544232148772,-0.46526546901744126,No
Male,No,No,-1.1986748752749172,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-0.7860210303401027,-0.9489710682840177,Yes
Male,No,No,-0.7912642339352352,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3993827147205662,-0.40542264486630714,Yes
Male,Yes,No,1.0013425879593656,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.8326734545945673,1.1655562636732906,No
Female,No,No,-0.057925079523807564,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),-0.49684973631686585,-0.33669052542106787,No
Female,Yes,No,0.5124498183517473,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,1.6121064252663952,1.2127158501219173,No
Female,Yes,Yes,1.1643068444952385,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.7745068149921922,1.430867538605042,No
Male,No,No,0.7161551390215882,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3261398266478726,-0.48000008255704973,No
Female,No,No,-0.546817849131426,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,1.336230363152273,-0.12178133422884506,No
Male,No,No,1.0828247162273021,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5106111693868338,-0.5221966629481739,Yes
